Species,Abbreviation,Locality,Month,Elevation,Sex,Age,SVL,Mass,CTmin,CTmax,bio1,bio4,bio5
ventrimaculatus,vent,Chicoral,November,1989,h,Adult,57.8,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,November,1989,m,Adult,66.2,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,November,1989,h,Adult,58.6,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,November,1989,NA,Juv,52.5,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,November,1989,m,Adult,61.8,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,November,1989,m,Adult,70,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,November,1989,h,Adult,57.5,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,November,1989,NA,Juv,52.4,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,November,1989,NA,Juv,53.5,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,November,1989,h,Adult,56,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,November,1989,NA,Juv,49.6,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,November,1989,m,Adult,61.2,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2050,NA,Juv,62,3.95,6.9,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2038,m,Adult,71,6.47,9.1,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2027,h,Adult,57,4.75,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2044,NA,Juv,48,2.16,9.8,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2040,NA,Juv,53,3.42,8.8,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2040,NA,Juv,62,5,8.6,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2042,NA,Juv,37,1.18,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2042,NA,Juv,41,1.33,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2042,NA,Juv,44,NA,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2042,NA,Juv,55,2.53,9.9,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2038,NA,Juv,37,1.14,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2026,h,Adult,58,4.44,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1997,NA,Juv,55,4.53,NA,28.2,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2019,NA,Juv,47,2.1,11.7,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2019,h,Adult,56,4.63,7.9,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2012,NA,Juv,55,3.57,11.3,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2020,NA,Juv,54,3.69,10.9,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2026,NA,Juv,30,0.62,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2008,h,Adult,60,5.5,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2004,NA,Juv,37,1.24,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2011,NA,Juv,38,1.03,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2011,h,Adult,56,3.84,9.1,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1982,m,Adult,60,4.41,NA,29.7,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1982,NA,Juv,55,3.91,NA,32.2,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1993,NA,Juv,45,1.97,NA,27.7,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1993,h,Adult,59,4.37,NA,27.3,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1993,m,Adult,68,6.56,NA,27.7,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,2005,NA,Juv,37,1.24,NA,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1984,NA,Juv,49,2.33,10.2,NA,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1984,NA,Juv,50,3.34,NA,28.1,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1984,NA,Juv,59,4.07,NA,28.1,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1973,NA,Juv,42,1.89,NA,22.1,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1993,NA,Juv,62,4.66,NA,31.1,19.55,22.97,25
ventrimaculatus,vent,Chicoral,December,1995,h,Adult,60,4.31,9.2,NA,19.55,22.97,25
ventrimaculatus,vent,Farallones,June,1870,NA,Juv,45,2.24,NA,28.24,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2261,h,Adult,57,4.84,15.7,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2262,NA,Juv,35,0.88,14.98,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2258,m,Adult,57,3.64,15.48,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2265,h,Adult,60,5.16,NA,22.51,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2270,h,Adult,57,4.9,NA,21.77,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2270,h,Adult,56,4.37,NA,21.17,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2264,NA,Juv,30,0.47,NA,21.42,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2264,NA,Juv,44,1.62,14.62,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2269,m,Adult,56,3.37,NA,23.11,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2254,NA,Juv,49,2.79,NA,22.7,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2277,h,Adult,59,4.68,13.73,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2255,NA,Juv,55,1.56,NA,23.23,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2255,NA,Juv,45,1.79,NA,20.77,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2291,m,Adult,71,6.21,NA,22.29,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2260,h,Adult,56,4.02,12.99,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2253,NA,Juv,47,2.55,NA,23.49,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2255,NA,Juv,35,0.95,14.49,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2235,h,Adult,56,3.4,14.07,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2251,NA,Juv,49,2.63,13.73,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2243,m,Adult,63,4.81,NA,26.44,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,1971,NA,Juv,42,1.55,NA,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2037,h,Adult,60,5.32,NA,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,April,2312,m,Adult,66,5.69,NA,NA,20.21,22.54,26.02
ventrimaculatus,vent,Farallones,November,2201,NA,NA,NA,NA,NA,29.5,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,November,2201,NA,NA,NA,NA,NA,32.8,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,April,2141,NA,Juv,36,1.03,NA,NA,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,h,Adult,64,6.01,NA,27.13,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,m,Adult,60,5.55,NA,28.44,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,h,Adult,60,5.03,14.48,NA,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,NA,Juv,45,2.8,13.32,NA,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,NA,Juv,40,1.43,12.6,NA,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,NA,Juv,47,2.39,17.24,NA,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,m,Adult,71,7,NA,27.28,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,h,Adult,58,5.23,13.23,NA,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,NA,Juv,49,2.46,NA,27.33,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,NA,Juv,50,2.52,NA,29.41,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,h,Adult,60,4.52,NA,28.24,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,h,Adult,57,3.36,15.67,NA,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,NA,Juv,48,2.33,14.37,NA,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,m,Adult,68,6.38,NA,27.57,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,h,Adult,60,4.92,NA,27.33,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,June,2132,NA,Juv,50,2.66,NA,27.33,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,March,2155,m,Adult,72,6.68,13.41,NA,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,November,2117,NA,NA,NA,NA,NA,28.51,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,November,2121,NA,NA,NA,NA,NA,27.89,15.02,18.86,19.75
ventrimaculatus,vent,Farallones,November,2121,h,Adult,141,4.85,NA,27.99,15.02,18.86,19.75
